id,Country,State/Province,City,Hotel Name,Street 1,Street 2,Postal Code,TelephoneNumber
990d2335-2974-4f27-be5b-d030fa75ca98,United States,California,Santa Barbara,Motel 6-Santa Barbara  CA - State Street,3505 State St,,93105,
5d4bb174-7590-4ea1-befe-9d6bd6cce825,United States,California,San Jose,Motel 6 - Santa Clara,3208 El Camino Real,,95051,
d48ed09c-8b7f-40fc-8799-40c337ecddb2,United States,New Mexico,Santa Fe,Motel 6 Santa Fe,3007 Cerrillos Rd,,87507,
b609c608-16a7-4e96-b768-151d978d3d7c,United States,New Mexico,Santa Fe,Motel 6 Santa Fe Plaza Downtown,646 Cerrillos Rd,,87505,
44c9bdef-1129-402a-b4bd-667cadd1eb0a,United States,Arizona,Tucson,Motel 6-Tucson  AZ-Downtown,1010 S Freeway,,85745,
6d8d928d-7562-464d-9699-40792b5245b6,United States,Oregon,Portland,Moxy Portland Downtown,585 SW 10th Ave,,97205,
8afc7a38-79c3-4d33-9383-0895ab5e0dfe,United States,California,Los Angeles,Mr. C Beverly Hills,1224 Beverwil Dr,,90035,
a03176c3-03eb-4b38-82d5-9e80ce2cbedb,United States,Washington,Seattle,Pan Pacific Seattle,2125 Terry Ave,,98121,aarungaziyeva@panpacificseattle.com
a5d8a0f4-3534-40e9-a8b7-b78c648bfc7e,United States,California,San Diego,Paradise Point San Diego,1404 Vacation Rd,,92109,
0f2cf378-9bbb-40b6-ade5-506a253e1f70,United States,California,San Francisco,Parc 55 San Francisco,55 Cyril Magnin St,,94102,
391f28f7-42b8-4be7-966a-25ed136371d2,United States,California,San Diego,Pendry San Diego,550 J St,,92101,
5464c2d5-20a0-4356-a85f-e3f3e1c9865c,United States,Texas,San Antonio,Red Roof Plus San Antonio ,1011 E Houston St,,78205,
9e05e2a8-aa20-44f2-a413-5abff9fe4091,United States,Arizona,Phoenix,Rise Uptown,400 W Camelback Rd,,85013,
cd3c4c80-d9fa-47e1-bfaf-11a531786704,United States,Texas,San Antonio,Rodeway Inn San Antonio,6500 Enrique M. Barrera Pkwy,,78227,
648dac41-2a38-4455-9ca1-fe2b4489ac31,United States,Oregon,Portland,Royal Sonesta Portland Downtown,506 SW Washington St,,97204,RSPFrontDesk@sonesta.com
c6a3ed37-7da7-4552-950f-621185ead919,United States,Arizona,Scottsdale,Scottsdale Plaza Resort,7200 N Scottsdale Rd,,85253,
8382b777-35ed-4b68-81e0-42508072d8e1,United States,Texas,San Antonio,Sheraton Gunter Hotel,205 E Houston St,,78205,
574c2b73-22ee-4992-b678-265b885a1598,United States,California,San Jose,Signia by Hilton San Jose,170 S Market St,,95113,
34121085-2c79-4369-b68c-cd731952a966,United States,Arizona,Phoenix,Sleep Inn Phoenix North ,18235 N 27th Ave,,85053,
e0d2e5b8-6972-40a0-bb1f-631c2efb6dca,United States,California,Los Angeles,Sofitel Los Angeles at Beverly Hills,8555 Beverly Blvd,,90048,
9dc405ce-be58-48e3-b571-91146b823298,United States,California,San Diego,Solamar San Diego,435 Sixth Ave,,92101,bmitchell@hotelsolamar.com
850898b3-0480-42d5-934f-e9b39e68ba43,United States,Colorado,Denver,Sonesta Downtown Denver,1450 Glenarm Pl,,80202,dl-co16-frontdesk-sonestadenver@sonesta.com
90186157-192d-4683-bd9c-4fa620e7e500,United States,California,Orange County,Sonesta ES Suites Huntington Beach Fountain Valley ,9930 Slater Avenue,,92708,
8f18196f-6f15-45b0-bb68-06660c60c1c8,United States,Texas,San Antonio,Sonesta ES Suites San Antonio Downtown Alamo Plaza ,425 Bonham,,78205,
8fa47c99-f841-449e-9d40-a8e4d4fb3155,United States,Arizona,Tucson,Sonesta ES Suites Tucson,6477 E Speedway Blvd,,85710,
e7832cfe-9360-44e5-a089-26b96acddf51,United States,California,Orange County,Sonesta Select Huntington Beach Fountain Valley,9950 Slater Road,,92708,
46bc34a3-32af-436a-8cf9-d885187c6e1b,United States,California,Orange County,Sonesta Simple Suites Orange County Airport,2600 Red Hill Ave,,92705,
337211ef-2ade-4982-a2d9-a7ee5fd0e4f9,United States,Arizona,Phoenix,Sonesta Simply Suites Phoenix North,11411 N Black Cyn Hwy E,,85029,
83c10d76-abfe-4aff-92b9-fdc5e519fa96,United States,Texas,Austin,South Congress Hotel,1603 S Congress Ave,,78704,
cc768989-c936-4298-bdfe-20a45819cf81,United States,California,San Francisco,Stanford Court San Francisco,905 California St,,94108,
8c00f841-77b4-4fa4-b73e-1b1214031039,United States,Texas,Dallas,The Beeman Dallas,6070 N Central Expy,,75206,
b8580f0e-453f-4c08-8f2c-7910b832c46e,United States,Oregon,Portland,The Benson Portland Curio Collection by Hilton,309 SW Broadway,,97025,
52035297-6b91-4aa4-95cf-848a43fc0103,United States,California,Los Angeles,The Beverly Hilton,9876 Wilshire Blvd,,90210,
0faa9683-e3d2-47e5-9cca-079fbd11403f,United States,California,Sacramento,The Citizen Hotel Autograph Collection,926 J St,,95814,
4cca1e77-e298-4447-a133-3018a3a7518f,United States,Colorado,Denver,The Curtis Denver - A Doubletree By Hilton Hotel,1405 Curtis Street,,80202,
fff094f5-c4db-4782-b84f-83dd17455069,United States,Oregon,Portland,The Duniway Portland,545 SW Taylor St,,97204,
f193cace-ff18-447d-ad3a-f53a6f3dd114,United States,Texas,Dallas,The Highland Dallas Collection,5300 E Mockingbird Ln,,75206,Fo@thehighlanddallas.com
f557b70f-c2c2-4f37-ba93-bfed37bb13b2,United States,Oregon,Portland,The Hotel Zags,515 SW Clay St,,97201,
879e23f7-499c-4cc1-b9ff-c986dd1359cc,United States,California,Los Angeles,The Hoxton Downtown LA,1060 S Broadway,,90015,
bb3059fc-62bd-46f7-9344-bd14b8bf18a0,United States,Oregon,Portland,The Hoxton Portland,15 NW 4th Ave,,97209,
a5bbb7cc-775e-48cf-a929-d0129fb3fec0,United States,California,Santa Barbara,The Kimpton Canary,31 W Carrillo St,,93101,
4953dbc4-b916-49b4-90fc-69a9cf519ca3,United States,California,San Francisco,The Laurel Inn,444 Presidio Ave,,94115,thelaurelinn@jdvhotels.com
98efff80-033a-4593-abd0-236426828746,United States,California,Santa Barbara,The Leta Hotel Tapestry Collection by Hilton,5650 Calle Real,,93117,
342ca8ee-7a4b-406b-843c-c30ea4d595f1,United States,Texas,Austin,The LINE Austin,111 E Cesar Chavez St,,78701,fom.atx@thelinehotel.com
2aede8a7-8843-4ba0-b5bb-84d79f5c01f4,United States,California,Los Angeles,The LINE LA,3515 Wilshire Blvd,,90010,mailto:fom.atx@thelinehotel.com
c4c7da20-9540-42e7-b2c7-88308ef0e928,United States,California,San Francisco,The Line San Francisco,33 Turk St,,94102,
b95c8e63-49fa-46d9-8493-4e4972f161e5,United States,California,San Francisco,The Marker,501 Geary Street,,94102,JBrown@TheMarkerSF.com
a3040bac-8831-4ddd-8392-d67b2dba5b87,United States,California,San Diego,The Monsaraz San Diego,1451 Rosecrans St,,92106,
ecf0e4d4-5fb7-464a-8bcd-ea9819e7738a,United States,Texas,Austin,The Otis Hotel Autograph Collection,1901 San Antonio St,,78705,
2cfcc3c2-df32-46a6-8f4d-649bf23738a7,United States,California,Orange County,The Pacific Inn,600 Marina Dr ,,90740,info@thepacificinn.com
e89e8aaa-3287-4bf3-84f9-8462ac9e49e3,United States,Oregon,Portland,The Porter Portland Curio Collection by Hilton,1355 SW 2nd Ave ,,97201,
bfae657c-e216-4f18-bc64-da7a8c8aa4e8,United States,California,Palm Springs,The Saguaro Palm Springs,1800 E Palm Canyon Drive,,92264,
284969d6-4ed9-4e54-afe2-e655a8dfd666,United States,California,San Diego,The Seabird,101 Mission Ave,,92054,Sando.Reservations@destinationhotels.com
841f618f-fe2c-4bd4-bf63-cad0d19be485,United States,California,San Diego,The Sofia Hotel,150 W Broadway,, 92101,
4bc54ffa-457b-40f7-8399-03e7a9b324ec,United States,Texas,Dallas,The Statler Dallas,1914 Commerce St,,75201,
7bd7b05c-dae8-4453-99ec-7a2578e7ba0d,United States,Texas,Austin,The Stephen F Austin Royal Sonesta Hotel,701 Congress Ave,,78701,
5e367fc4-333c-48d0-bbe3-7159b8317d43,United States,Arizona,Tucson,The Tuxon,960 S Freeway,,85745,
f8b95797-8b07-42f8-8d10-b7554e6c1368,United States,California,Los Angeles,The Wayfarer Downtown Los Angeles,813 Flower St,,90017,
928cad39-8e28-4960-ba87-b83be896e93a,United States,Texas,Austin,The Westin Austin Downtown,310 E 5th St.,,78701,
4d416654-b64b-437a-8f8f-e0af4ba05d0f,United States,California,Los Angeles,The Westin Bonaventure Los Angeles,404 S Figueroa St,,90071,
84c8e30a-23bd-4b07-b7d2-c6906d2d9115,United States,Texas,Austin,Thompson Austin,506 San Jacinto Blvd,,78701,
67b03eaf-dac6-40e7-9e18-f36fb68f5ff4,United States,Colorado,Denver,Thompson Denver,1616 Market St,,80202,Lowri.gray@thompsondenver.com
a9456e85-53d0-42dd-accb-fc7a2942376d,United States,Texas,San Antonio,Thompson San Antonio,115 Lexington Av,,78205,satth-shared.mb-thompsonsareservations-access.group@hyatt.com
70121c82-354c-4d31-b522-b8fd85ef572f,United States,Washington,Seattle,Thompson Seattle,110 Stewart St,,98101,
c5521dd3-c203-40ff-b609-4b929ce88620,United States,California,Los Angeles,Venice V Hotel ,5 Westminster Ave,,90291,
6dcc0c9d-8ee8-4d97-a5ca-0f809fb3cf4e,United States,California,Los Angeles,Viceroy Santa Monica,1819 Ocean Ave,,90401,
3e62454e-d678-496a-844c-a262ef4b44b7,United States,Texas,Dallas,Virgin Hotel Dallas,1445 Turtle Creek Blvd,,75207,
f73f6fda-c7df-44f2-ac74-d4fac1159a06,United States,Texas,Houston,Westin Houston Medical Center,1709 Dryden Rd,,77030,
47a2268a-ff44-4334-bd55-2cad53299d80,United States,California,Sacramento,Westin Sacramento,4800 Riverside Blvd,,95822,
2f1c5032-0679-4265-a8e8-a36e3228a24a,United States,Arizona,Tucson,Westward Look Wyndham Grand Resort,245 E Ina Rd,,85704,
a263d078-95c6-4f64-a866-0fec791f66b4,United States,Colorado,Colorado Springs,Wingate by Wyndham Colorado Springs,7245 Commerce Center Dr,,80919,
